SMILES,PG Explainer,Integrated Gradients,Saliency,SHAP Sampling,Input x Gradient,GNN Explainer,SubgraphX
COc1nc2cc(OC(C)C)c(Cl)cc2cc1C(C)=CN[S+]([O-])C(C)C,True,True,True,True,True,True,False
O=C1CCC(=O)N1CCSc1ncc2ccccn12,True,True,True,True,True,True,False
CC(O)CN(C)c1ccc(S(C)(=O)=O)cc1,True,True,True,True,True,True,False
CC(C)CNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1,True,True,True,True,True,True,False
CCC1(CNS(=O)(=O)CCCCNC(C)C)CCCC1,True,True,True,True,True,True,False
COCC(C)NC(=O)CS(=O)(=O)c1cccc(N)c1C,True,True,True,True,True,True,False
CC(C)N(C)S(=O)(=O)c1ccc(C(=O)NCC(N)C2CC2)cc1,True,True,True,True,True,True,False
CC(NCC(C)(C)NS(C)(=O)=O)c1ccc(O)cc1,True,True,True,True,True,True,False
Cc1cc(F)ccc1CCNCc1cc(Cl)cc(Cl)c1O,True,True,True,True,True,True,False
CCCCCCCCCC=CCCCC(O)C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCC,True,True,True,True,True,True,False
C=S(C)(=O)NC(=O)CCc1cc(I)c(Oc2ccc(O)c(C(=O)NCc3ccccc3)c2)c(I)c1.C=S(C)(=O)NC(=O)CCc1cc(I)c(Oc2ccc(O)c(C(=O)Nc3ccccc3)c2)c(I)c1.CCC(N)Cc1cc(I)c(Oc2ccc(O)c(C)c2)c(I)c1.CCCNC(=O)CCc1cc(I)c(Oc2ccc(O)c(C(=O)NCc3ccccc3)c2)c(I)c1.CCCNC(=O)CCc1cc(I)c(Oc2ccc(O)c(C(=O)Nc3ccccc3)c2)c(I)c1,True,True,True,True,True,True,False
COCCc1ccc(-c2ccc3c(F)c(CCc4ccc(Cl)c(F)c4)ccc3c2)nc1,True,True,True,True,True,True,False
COc1ccc(CC(=O)O)cc1S(=O)(=O)Nc1ccc(OC(C)C)cc1,True,True,True,True,True,True,False
OC1CCCCCC1c1nc(-c2cnccn2)no1,True,True,True,True,True,True,False
O=C(Nc1ccncc1F)c1cnc2c(Nc3ccon3)cc(Cl)nn12,True,True,True,,True,True,
OCC1CCCN1CC1CCCN1CCSc1ccccc1,True,True,True,,True,True,
CCCc1sc(COc2ccc(C)cc2)nc1C(=O)O,True,True,True,,True,True,
CCC(C)CC(=O)NS(=O)(=O)c1cnc(Cl)n1C,True,True,True,,True,True,
CC(C)N(C)S(=O)(=O)c1ccc(CO)c(Cl)c1,True,True,True,,True,True,
O=C(NCCNc1ccnc(Cl)c1)c1cccs1,True,True,True,,True,True,
Cn1cc(C(=O)NC2CCCCCC2)nn1,True,True,True,,True,True,
CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCCc1ccccc1,True,True,True,,True,True,
Cn1nccc1Nc1c(C(=O)N2CCC(c3ccccc3)CC2)cnc2c(Br)c(-c3ccccc3CN)nn12,True,True,True,,True,True,
CSC1(C(N)=NO)CCN(C(=O)c2cccc(Br)c2)CC1,True,True,True,,True,True,
CN=C(NCCNS(C)(=O)=O)NCCC(c1ccccc1)c1ccccc1,True,True,True,,True,True,
COc1cc(CNC(=O)c2cn3c(=O)n(Cc4ccc(S(=O)(=O)NC(C)C)cc4)c(=O)c(C)c3s2)ccn1,True,True,True,,True,True,
Cc1cc(Cl)nc(NC(=O)NC(=O)c2c(C(F)(F)F)cccc2C(F)(F)F)n1,True,True,True,,True,True,
CCNC(=NCc1cc(C(C)C)no1)NCCNS(=O)(=O)c1cccs1.I,True,True,True,,True,True,
C.C.C.C.C.C.C.C.C.C.C.C.C=S1(=O)CCC12CN(c1nccc(C(C)C)n1)C2.CC(C)Oc1nccc(C(C)C)n1.CC(C)c1cc(=O)[nH]cn1.CC(C)c1cc(N2CCCC2)ncn1.CC(C)c1ccnc(N2CC3(CCO3)C2)n1.CC(C)c1ccnc(OC2CCCC2)n1.CC(C)c1ccnc(OC2CCOC2)n1.CC(C)c1ccnc(OC2CCOCC2)n1.CC(C)c1ccnc(OCC(C)(F)F)n1.CC(C)c1ncccn1.CCC(C)(CO)Oc1nccc(C(C)C)n1.CCC(O)COc1cc(C)nc(C(C)C)n1.COCCOc1cc(C(C)C)ncn1.COCCOc1nccc(C(C)C)n1.COCc1nccc(C(C)C)n1.COc1cc(C(C)C)ncn1.COc1cncnc1C(C)C,True,True,True,,True,True,
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)NC(C)(C)CN4CCCC4)C3)C(C)C12.O=S(=O)(O)F,True,True,True,,True,True,
COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc3nc(C45CCC(c6cnc(C7CCCN7C(=O)C(NC(=O)OC)c7ccccc7)[nH]6)(CC4)CC5)ccc3c2)[nH]1)c1ccccc1,True,True,True,,True,True,
CC(CC(=O)C(C)N(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1Cl)=NO,True,True,True,,True,True,
CCN1CCN(CC(=O)Nc2cc([N+](=O)[O-])ccc2OC)CC1,True,True,True,,True,True,
CCOc1ccc(S(=O)(=O)N2CC[NH+](CC(=O)N(C(C)C)C(C)C)CC2)cc1,True,True,True,,True,True,
CN1CCN(CCNCc2cc(Br)cs2)CC1(C)C,True,True,True,,True,True,
CCNc1nc(NC(=O)C(C)C)nc(C)c1C#CC(C)(C)c1ccc(C(F)(F)F)cc1,True,True,True,,True,True,
CCCCCCCc1ccc(-c2ccc(C#CC3CCC(CCCCC)CC3)cc2)cc1,True,True,True,,True,True,
CCN1C(=O)c2cccc3c(S(=O)(=O)NCC(=O)N4CCCC4)ccc1c23,True,True,True,,True,True,
C=C(C=C(C=CC)c1nc(-c2ccc(N(C)CCC(C)C)c(NCc3cc(O)cc(O)c3)c2)no1)C(=O)NS(=O)(=O)C(C=CC)=CC,True,True,True,,True,True,
COC(=O)C1=C(O)C(=O)N(C=O)C1(C[NH2+]c1ccc(C)cc1)c1ccccc1,True,True,True,,True,True,
CCCNC(=O)C(C)Cc1ccc2cccc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3OC)c2c1,True,True,True,,True,True,
CCC(CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1)OC(N)=O,True,True,True,,True,True,
CC(C)CCCC(C)CCCC(C)CCCC[n+]1ccc(N(C)C)cc1,True,True,True,,True,True,
COc1ccc(CCNC(=O)C(=O)Nc2cccc3c(O)cccc23)cc1,True,True,True,,True,True,
CC1CN(Cc2cccc(Nc3sc(-c4ccc(C(C)(C)O)cc4)cc3C(N)=O)n2)CCN1C(=O)O,True,True,True,,True,True,
CC(CN1CCOCC1)NS(=O)(=O)c1sccc1Br,True,True,True,,True,True,
Nc1ccccc1NC(=O)c1ccc(CCCN2Cc3cccc4cccc(c34)C2)cc1,True,True,True,,True,True,
COC(=O)c1ccccc1S(=O)(=O)N(C)CC(C)C,True,True,True,,True,True,
Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cccc(OC(C)C)c1,True,True,True,,True,True,
CCS(CC)(c1ccc2c(-c3cc(C)cc(C)c3)nccc2c1)C(C)C,True,True,True,,True,True,
CC=Cc1ccc(OCC(=O)NNC(=O)c2ccc(C(C)(C)C)cc2)c(OC)c1,True,True,True,,True,True,
CC(CCC(C)(C)NC(=O)OC(C)(C)C)Oc1cc(N(C(=O)OC(C)(C)C)c2cc(C3CCC(OC(=O)Oc4ccc([N+](=O)[O-])cc4)C3)nn2C(C)(C)C)ccn1,True,True,True,,True,True,
CC(C)CC(=O)N(c1ccc(NS(C)(=O)=O)cc1)C1CCOCC1,True,True,True,,True,True,
CC(C)(C)c1ccc(C(=O)Nc2cccc(NC(=O)C3CCN(Cc4nc(-c5ccc(Cl)cc5Cl)no4)CC3)c2)cc1,True,True,True,,True,True,
CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4cc(F)cc(CNC(C)C(C)C)c4)cc23)CC1,True,True,True,,True,True,
CC(CS(C)(=O)=O)NC(=O)C(N)C(C)(C)C.Cl,True,True,True,,True,True,
CCCC(C)N(C)S(=O)(=O)c1c(NCC)nc2sccn12,True,True,True,,True,True,
CC(C)CC(CN)Nc1ccc(S(=O)(=O)C(F)(F)F)cc1,True,True,True,,True,True,
O=C(O)CCN1CCN(Cc2cc(Br)c(Br)o2)CC1,True,True,True,,True,True,
N#Cc1cccc(C2CC(O)C(=O)N2c2ccc(Cl)cc2)c1,True,True,True,,True,True,
CNCC(O)COc1cccc(-c2nc(-c3c(C)noc3C)c(C)c(N3CCOC(CN(C)S(C)(=O)=O)C3)n2)c1,True,True,True,,True,True,
C.CC.CC(C)C1=C(C(C)C)CN=C1,True,True,True,,True,True,
C=CCn1c(=O)c2cnc(SC)nc2n1-c1cccc(C2(O)CC(F)(F)C2)n1,True,True,True,,True,True,
CC(N)C(C)OS(C)(=O)=O,True,True,True,,True,True,
CC(CS(=O)(=O)C(C)(C)C(=N)N)c1cc(NCc2nn(CC(F)(F)F)cc2Cl)ccc1F,True,True,True,,True,True,
CSc1nnc(CCCNC(=O)CNS(=O)(=O)c2cccc(C(F)(F)F)c2)n1CC(C)C,True,True,True,,True,True,
Cc1noc(C23CCC(CN(C(=O)C(C)C)c4cccc(C=CC=O)c4)(CC2)CC3)n1,True,True,True,,True,True,
CCCCN(CCCC)CCCOc1ccc(S(=O)(=O)c2c(C(C)C)n(C)c3ccc(Cl)cc23)cc1.O=C(O)C(=O)O,True,True,True,,True,True,
CC(C)c1nc(NS(=O)(=O)c2ccccc2)cc2c1C(=O)OCC2,True,True,True,,True,True,
Cc1cccc(OCCCC(=O)NCCCCN2CC(C)CC(C)C2)c1,True,True,True,,True,True,
O=C(COc1ccc(F)c(Cl)c1)NC1CCCN(CC2CCCC2)C1,True,True,True,,True,True,
C=COC(CCCC)COc1ccnc(OCC(CCCC)OC=C)c1,True,True,True,,True,True,
CONC(=O)Cc1ccc(-c2noc(C(F)(F)F)n2)cc1,True,True,True,,True,True,
CC(C)(C)c1cc(N(C(N)=O)c2cccc(Cl)c2Cl)n(-c2ccccc2)n1,True,True,True,,True,True,
C=C(O)C1(CCC(C)Oc2ccccc2C2(C#N)CCN(C(=O)C3(Oc4csc(C(F)(F)F)c4)CCCN(C(=O)c4cnccc4C(F)(F)F)C3CCC)CC2)CCC1,True,True,True,,True,True,
COc1ccccc1C(CNC(=O)NCc1ccccc1-n1ccnc1)N(C)C,True,True,True,,True,True,
CC(C)C1CCN(S(=O)(=O)c2cc(Br)cnc2Cl)C1,True,True,True,,True,True,
CCC(NCC(Cc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(=O)(=O)N(C)C)c1)C(=O)NCC1CC1,True,True,True,,True,True,
O=S(=O)(O)ON=C(Cc1ccc(O)cc1)SOC1OC(CO)C(O)C(O)C1O,True,True,True,,True,True,
CCCc1cc(C(=O)NC(C)CS(C)(=O)=O)cc(NN)n1,True,True,True,,True,True,
CC(NC(=O)Nc1ccc(NS(C)(=O)=O)cc1)C(=O)NCc1ccco1,True,True,True,,True,True,
CC1CCC(C)N(S(=O)(=O)c2cc(CCl)n(C(C)C)c2)C1,True,True,True,,True,True,
C=C1CN(C(=O)OCC(C)(C)C)CCN1C(C#Cc1cccc(Cl)c1)=NC,True,True,True,,True,True,
[CH-]=Nc1[c-]cc[n+](C)c1-c1cc2ccccc2cc1C.[Y],True,True,True,,True,True,
CS(=O)(=O)Nc1ccc(N)cc1.CS(=O)(=O)Nc1ccccc1,True,True,True,,True,True,
CC.CCCC(Cn1cncn1)(c1ccc(F)cc1F)C(C)c1ncnc(C)c1F,True,True,True,,True,True,
Cc1ccc(-n2nc(NC(C)C3CNC(=O)C3)cc2-c2cccc(C(F)(F)F)c2)cc1,True,True,True,,True,True,
CCn1c(SC(C)C(=O)c2ccc(F)c(F)c2)nnc1-c1cccc(Cl)c1,True,True,True,,True,True,
CCC(C)NC(=O)CCNC(=O)c1cc(S(=O)(=O)NCCOC)ccc1Br,True,True,True,,True,True,
CCC1NC(C(C)C)N(CCCS(C)(=O)=O)C1=O,True,True,True,,True,True,
CCC(C)NC(=NC)NCC1(N2CCOCC2)CCCCC1.I,True,True,True,,True,True,
CCC(NC(=O)OC(C)(C)C)c1nc2cccc(S(C)(=O)=O)c2c(=O)n1-c1ccn[nH]1,True,True,True,,True,True,
Cc1ncc(C(=O)O)n1CC(=O)N1CCCC1,True,True,True,,True,True,
O=C(O)c1nn(-c2ccc3c(O)c(N=Nc4cc(OCCO)c(N=Nc5ccc([N+](=O)[O-])cc5S(=O)(=O)O)cc4OCCO)c(S(=O)(=O)O)cc3c2)c(O)c1N=Nc1ccc2cc(S(=O)(=O)O)ccc2c1,True,True,True,,True,True,
CC(C)N(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CC(Oc3ccnc4c3C(CO)NCC4)C2)C1)C1CC(F)(F)C1,True,True,True,,True,True,
CS(=O)(=O)NC1CCC(COC2CCC(c3cccc(OCc4ccccc4)c3)CC2)(C(=O)NCC(O)COCc2ccccc2)C1,True,True,True,,True,True,
COC(C)CNS(=O)(=O)c1ccc(Br)cc1Br,True,True,True,,True,True,
CCC(C(=O)C(Cl)(C#N)C=O)c1ccccc1S(C)(=O)=O,True,True,True,,True,True,
CC(C)c1ccc(CN2CCN(C(=O)c3ccc(CS(=O)(=O)c4cccc5cccnc45)cc3)CC2)cc1,True,True,True,,True,True,
CC(C(N)=O)N(c1ccc(F)cc1)S(C)(=O)=O,True,True,True,,True,True,
CC(C)NS(=O)(=O)c1ccccc1SCCS(=O)(=O)Cl,True,True,True,,True,True,
O=C(O)CC(Sc1nc2c(-c3ccccc3)cccc2s1)C(=O)O,True,True,True,,True,True,
Cc1cc(Br)cc(C(Cl)c2ccc(CC(C)C)cc2)c1,True,True,True,,True,True,
CCN(CCO)c1ccc(C=Cc2ccc(I)s2)cc1,True,True,True,,True,True,
C=CCC1=C(c2cc(N(C=O)C(C)C)c(C(C)C)cc2C)CCCc2cn[nH]c21,True,True,True,,True,True,
Fc1ccc(NCc2ccc(-c3ccc(Cl)cc3)o2)cc1Cl,True,True,True,,True,True,
Cc1ccc(C(=O)OCC(F)C(F)(F)S(C)(=O)=O)cc1,True,True,True,,True,True,
CCNC(=NCc1nncn1C)N1CCC(c2ccc(OC)cc2)C1,True,True,True,,True,True,
O=C(NC1CCN(C(=O)CCC2CCCCC2)CC1)c1cc(Cl)ccc1Cl,True,True,True,,True,True,
CC(C)CN1CCOC(CNC2C(C)CCCC2C)C1,True,True,True,,True,True,
CCn1c(=O)c(C)nc2cc(C(=O)NCc3cccc(S(=O)(=O)NC(C)C)c3)ccc21,True,True,True,,True,True,
CCc1ccc(S(=O)(=O)NC(C)C)s1,True,True,True,,True,True,
Cc1cccc2[nH]cc(CC(=O)N(C)CCc3ccccn3)c12,True,True,True,,True,True,
CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(=O)CCCCCCCCCCCCC,True,True,True,,True,True,
COC(=O)c1ccc(NC(=O)c2ccc(C)[nH]c2=O)cc1,True,True,True,,True,True,
CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(C=O)cc4)n(C)nc3c2=O)CC1)c1ccccc1,True,True,True,,True,True,
COc1cc(C(=O)OC(C)C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc2)ccc1C,True,True,True,,True,True,
